year,team_name,avg_points_per_game,scoring_margin_per_game,num_fg_attempts_per_game,fg_percentage,num_3p_per_game,num_3p_attempts_per_game,t3p_percentage,num_ft_attempts_per_game,ft_percentage,rebound_margin,assists_per_game,ato_ratio,avg_opponent_points_per_game,num_opp_fg_attempts_per_game,opp_fg_percentage,num_opp_3p_attempts_per_game,opp_3p_percentage,blocks_per_game,steals_per_game,opp_turnovers_per_game,turnovers_per_game,fouls_per_game,num_dq
2013,LIU Brooklyn,79.45455,3.06061,56.03030,0.48350,7.36364,19.12121,0.38510,25.96970,0.68961,1.81818,15.27273,1.06105,76.39394,60.30303,0.46834,18.45455,0.37274,3.51515,6.81818,13.03030,14.39394,17.72727,17
2013,Liberty,69.05714,-0.82857,54.28571,0.42895,6.88571,18.45714,0.37307,21.48571,0.72606,-0.65715,12.22857,0.91453,69.88571,58.05714,0.41929,19.40000,0.30044,2.91429,5.51429,10.77143,13.37143,19.08571,8
2013,Middle Tenn,71.24242,13.45454,54.03030,0.46326,5.36364,14.18182,0.37821,22.81818,0.69323,6.03030,14.15152,1.02637,57.78788,50.24242,0.39385,15.96970,0.29602,3.78788,7.09091,15.84848,13.78788,20.60606,8
2013,Missouri,76.24242,10.06060,59.33333,0.45965,6.30303,18.54545,0.33987,20.81818,0.73945,9.57576,13.93939,1.05263,66.18182,59.51515,0.40071,20.90909,0.32899,3.51515,6.75758,12.03030,13.24242,16.45455,6
2013,Montana,71.09677,6.09677,51.00000,0.47375,6.93548,18.00000,0.38530,20.61290,0.76839,-1.22581,12.90323,1.06952,65.00000,54.22581,0.42713,16.58065,0.33268,3.03226,5.87097,12.22581,12.06452,16.80645,11
2013,NC State,77.52941,7.47059,56.91176,0.49406,5.29412,13.47059,0.39301,23.44118,0.68256,2.94118,14.61765,1.18333,70.05882,61.61765,0.41766,19.85294,0.29926,4.26471,6.58824,11.61765,12.35294,15.32353,11
2013,New Mexico,67.44118,7.08824,51.73529,0.42467,6.41176,18.08824,0.35447,23.67647,0.72174,2.14705,14.61765,1.27110,60.35294,55.94118,0.38801,21.85294,0.34320,3.91176,6.11765,12.70588,11.50000,15.44118,12
2013,New Mexico St,67.97059,5.88235,51.97059,0.46123,3.97059,,,24.47059,0.65625,6.44118,11.50000,0.79796,62.08824,55.73529,0.39842,16.79412,0.33100,5.47059,5.55882,12.41176,14.41176,15.08824,7
2013,Northwestern St,81.03226,9.87097,63.09677,0.46063,6.00000,18.90323,0.31741,24.64516,0.68586,0.41935,15.48387,1.10855,71.16129,60.41935,0.42392,15.96774,0.32727,4.77419,9.83871,17.00000,13.96774,19.35484,9
2013,Notre Dame,70.35294,7.23529,55.23529,0.46326,6.58824,17.64706,0.37333,17.79412,0.70744,4.08823,17.00000,1.53723,63.11765,57.41176,0.41803,16.64706,0.32155,3.82353,5.08824,10.35294,11.05882,14.23529,10
2013,Oklahoma,71.12903,4.93548,57.70968,0.43600,4.96774,,,20.83871,0.76006,1.87097,12.38710,1.04632,66.19355,56.87097,0.41747,19.64516,0.32677,2.80645,6.45161,13.29032,11.83871,17.32258,7
2013,Oklahoma St,72.37500,9.53125,56.31250,0.44007,5.56250,17.59375,0.31616,23.00000,0.75000,1.78125,12.06250,0.97229,62.84375,55.59375,0.38954,19.03125,0.32184,4.75000,7.50000,14.75000,12.40625,17.96875,8
2013,Pacific,67.50000,3.97059,52.50000,0.45154,6.35294,16.58824,0.38298,19.79412,0.69391,0.20588,14.73529,1.33245,63.52941,51.38235,0.42129,19.73529,0.34426,1.32353,5.64706,12.88235,11.05882,17.79412,10
2013,Pittsburgh,69.59375,14.15625,53.78125,0.47531,5.06250,14.06250,0.36000,20.18750,0.66409,7.06250,16.53125,1.51576,55.43750,48.40625,0.39251,17.03125,0.31193,3.93750,6.65625,13.53125,10.90625,17.12500,3
2013,South Dakota St,73.88235,8.32353,55.50000,0.47006,7.82353,19.85294,0.39407,18.20588,0.76252,4.14705,14.50000,1.39660,65.55882,55.79412,0.44228,19.29412,0.35671,2.29412,5.05882,11.14706,10.38235,14.17647,7
2013,Southern U,67.65625,10.59375,53.46875,0.43425,6.75000,18.62500,0.36242,20.96875,0.69001,-0.15625,11.43750,1.04871,57.06250,54.37500,0.36494,16.84375,0.28386,3.93750,7.50000,13.65625,10.90625,17.21875,12
2013,UCLA,74.73529,5.79411,60.82353,0.45503,4.91176,,,20.02941,0.72247,-1.85294,16.14706,1.46011,68.94118,62.35294,0.42217,19.29412,0.31860,3.67647,8.17647,14.11765,11.05882,14.91176,6
2013,UNLV,71.61765,8.61765,57.14706,0.43901,6.50000,19.67647,0.33034,21.20588,0.70458,6.58824,16.20588,1.16000,63.00000,58.23529,0.38788,18.79412,0.30986,5.79412,7.35294,13.02941,13.97059,16.85294,9
2013,Valparaiso,71.69697,9.45455,49.84848,0.48875,7.45455,19.84848,0.37557,21.18182,0.73247,4.42424,13.84848,0.95407,62.24242,52.63636,0.41393,13.78788,0.33626,3.30303,6.66667,12.84848,14.51515,17.39394,13
2013,Villanova,67.75758,3.03031,51.45455,0.41519,6.06061,18.06061,0.33557,26.36364,0.71954,3.03031,12.33333,0.78723,64.72727,53.45455,0.40193,19.39394,0.36563,3.39394,7.69697,15.18182,15.66667,19.06061,14
2013,Western Ky,67.20000,1.48571,54.08571,0.43106,6.37143,19.68571,0.32366,21.05714,0.67436,3.20000,11.20000,0.74383,65.71429,54.37143,0.42249,17.48571,0.32680,3.28571,6.11429,13.91429,15.05714,19.05714,12
2013,Wisconsin,65.52941,9.61765,55.88235,0.42526,7.41176,22.17647,0.33422,16.73529,0.63269,3.73529,13.38235,1.37462,55.91176,53.91176,0.39389,13.38235,0.29231,4.29412,5.67647,11.23529,9.73529,13.97059,7
2014,American,63.93750,5.31250,46.56250,0.49463,6.34375,16.59375,0.38230,16.25000,0.70962,0.96875,15.12500,1.08277,58.62500,49.03125,0.41109,15.06250,0.31328,3.43750,6.03125,12.12500,13.96875,17.21875,8
2014,Arizona St,75.03125,6.15625,56.12500,0.45045,8.12500,21.03125,0.38633,23.56250,0.69363,-2.53125,14.18750,1.23706,68.87500,59.46875,0.41513,16.37500,0.32443,5.65625,5.15625,12.03125,11.46875,19.28125,13
2014,BYU,84.20588,7.17647,62.50000,0.46682,5.05882,14.08824,0.35908,30.14706,0.68976,5.41176,15.58824,1.37306,77.02941,62.38235,0.42810,22.08824,0.34221,3.02941,7.26471,12.73529,11.35294,19.55882,16
2014,Cincinnati,68.72727,10.39394,55.63636,0.42702,5.81818,17.36364,0.33508,21.72727,0.70851,4.39394,12.72727,1.14754,58.33333,51.54545,0.39447,16.69697,0.31942,5.51515,7.93939,14.33333,11.09091,17.45455,10
2014,Coastal Caro,72.69697,4.33333,58.15152,0.43773,6.15152,18.45455,0.33333,22.54545,0.69355,4.87878,10.57576,0.75054,68.36364,57.39394,0.39968,24.39394,0.31801,2.84848,6.39394,13.12121,14.09091,19.66667,18
2014,Colorado,70.85294,2.91176,53.79412,0.43685,5.20588,16.26471,0.32007,26.02941,0.71638,6.20588,11.52941,0.87305,67.94118,56.64706,0.42887,20.35294,0.35694,3.38235,6.02941,12.32353,13.20588,16.58824,7
2014,Delaware,79.52941,4.38235,60.38235,0.44618,7.17647,20.79412,0.34512,26.05882,0.70880,-2.44117,10.88235,1.13497,75.14706,60.55882,0.44002,19.14706,0.32104,3.58824,6.00000,11.88235,9.58824,18.85294,16
2014,Duke,79.12121,12.18182,57.42424,0.46596,8.87879,22.72727,0.39067,23.00000,0.72727,2.03030,14.57576,1.52215,66.93939,53.57576,0.45362,12.84848,0.30189,3.06061,7.00000,12.39394,9.57576,19.09091,12
2014,Eastern Ky,79.03030,8.39394,53.12121,0.49002,9.18182,23.51515,0.39046,23.69697,0.75064,-6.12121,14.66667,1.37500,70.63636,47.81818,0.48226,17.27273,0.35789,2.00000,8.81818,16.96970,10.66667,20.78788,20
2014,George Washington,73.40625,6.53125,54.87500,0.46355,5.78125,15.68750,0.36853,25.62500,0.65366,3.71875,14.15625,1.08373,66.87500,57.50000,0.41359,20.71875,0.31373,4.15625,7.06250,13.43750,13.06250,18.09375,10
2014,Iowa,82.00000,11.90625,60.18750,0.46469,5.84375,16.56250,0.35283,27.59375,0.73273,7.43750,16.18750,1.41918,70.09375,58.87500,0.41401,21.90625,0.31954,5.06250,7.25000,13.46875,11.40625,17.96875,11
2014,Kansas St,69.71875,4.00000,55.84375,0.43593,6.03125,18.03125,0.33449,22.78125,0.65844,1.34375,15.46875,1.25635,65.71875,53.87500,0.40835,16.81250,0.29368,2.96875,6.18750,12.53125,12.31250,21.68750,14
2014,Lafayette,71.35484,-3.32258,53.58065,0.47020,7.45161,18.70968,0.39828,18.16129,0.74423,-3.41935,12.90323,1.04439,74.67742,55.41935,0.47090,20.67742,0.37285,2.12903,5.22581,12.00000,12.35484,17.90323,6
2014,Manhattan,77.37500,7.37500,55.81250,0.45073,6.40625,17.46875,0.36673,31.18750,0.66232,1.43750,13.18750,0.93157,70.00000,54.81250,0.40992,15.28125,0.32720,6.09375,8.28125,15.71875,14.15625,24.12500,16
2014,Massachusetts,76.09375,5.34375,59.21875,0.46016,5.43750,15.65625,0.34731,23.68750,0.68206,3.06250,15.18750,1.12240,70.75000,60.28125,0.42146,16.28125,0.31286,5.53125,6.81250,,13.53125,19.62500,16
2014,Milwaukee,70.94118,0.47059,53.67647,0.43288,7.02941,21.47059,0.32740,23.76471,0.73391,-1.47059,13.61765,1.01313,70.47059,56.73529,0.43598,18.64706,0.31546,2.44118,5.76471,12.76471,13.44118,18.11765,14
2014,Mt St Marys,76.25000,-1.71875,58.21875,0.44069,8.87500,24.90625,0.35634,21.68750,0.74063,-4.21875,11.75000,0.97917,77.96875,59.12500,0.49313,14.21875,0.33626,3.06250,7.15625,13.28125,12.00000,18.75000,11
2014,NC Central,73.87879,15.39394,53.54545,0.46237,5.42424,16.03030,0.33837,26.06061,0.72674,3.84848,14.72727,1.26893,58.48485,50.63636,0.37283,18.21212,0.29451,4.00000,7.84848,15.90909,11.60606,19.60606,25
2014,Nebraska,67.00000,2.12903,52.58065,0.42699,5.93548,17.51613,0.33886,22.48387,0.71879,-1.61290,9.58065,0.87870,64.87097,52.12903,0.42017,18.61290,0.31889,2.96774,6.87097,12.41935,10.90323,20.29032,16
2014,New Mexico,74.63636,8.27272,54.51515,0.46026,5.84848,17.33333,0.33741,25.60606,0.72663,5.39394,15.45455,1.45714,66.36364,58.96970,0.38900,20.72727,0.34357,5.15152,4.84848,9.93939,10.60606,16.93939,9
2014,New Mexico St,77.20000,10.28571,52.94286,0.49110,5.40000,14.48571,0.37278,28.77143,0.68818,5.00000,13.17143,1.03829,66.91429,59.82857,0.40115,13.57143,0.32842,6.28571,4.71429,11.02857,12.68571,16.91429,13
2014,Ohio St,69.79412,10.02941,53.67647,0.44877,5.79412,17.79412,0.32562,22.97059,0.68886,0.29412,12.02941,1.07632,59.76471,53.64706,0.40515,17.00000,0.29412,4.50000,7.64706,14.38235,11.17647,16.50000,8
2014,Oklahoma,82.15625,6.28125,61.31250,0.45056,8.53125,22.56250,0.37812,24.50000,0.75000,1.40625,14.65625,1.28142,75.87500,60.15625,0.43481,21.12500,0.34024,3.28125,6.84375,12.84375,11.43750,19.03125,9
2014,Oklahoma St,80.33333,11.24242,56.84848,0.46482,7.15152,19.42424,0.36817,28.09091,0.72384,-1.87879,13.63636,1.30814,69.09091,57.78788,0.40692,19.00000,0.32217,4.78788,7.57576,14.21212,10.42424,19.60606,19
2014,Providence,73.20588,3.67647,56.79412,0.42517,6.29412,18.00000,0.34967,23.82353,0.78148,3.82353,13.64706,1.17172,69.52941,57.23529,0.44193,16.44118,0.32916,4.85294,5.58824,11.00000,11.64706,17.32353,23
2014,Saint Josephs,71.27273,4.33334,52.57576,0.46859,7.36364,19.36364,0.38028,22.81818,0.64143,2.90909,14.06061,1.14005,66.93939,57.57576,0.41842,19.75758,0.33742,4.60606,4.48485,10.15152,12.33333,15.81818,11
2014,Texas Southern,76.21212,2.54545,54.66667,0.46175,6.45455,17.87879,0.36102,26.90909,0.71622,3.21212,14.06061,1.05215,73.66667,61.33333,0.44812,18.21212,0.35940,3.72727,4.60606,11.03030,13.36364,16.30303,24
2014,Tulsa,73.09091,5.72727,55.81818,0.44191,5.75758,17.69697,0.32534,26.66667,0.67500,0.60606,12.51515,1.09259,67.36364,53.54545,0.40294,18.30303,0.35265,3.78788,6.96970,14.15152,11.45455,21.42424,23
2014,VCU,74.97059,10.11765,62.67647,0.41858,7.41176,21.26471,0.34855,22.38235,0.67411,1.14706,13.11765,1.06954,64.85294,53.47059,0.42959,16.02941,0.30092,4.26471,11.17647,18.26471,12.26471,19.55882,5
2014,Weber St,73.16667,6.73334,49.60000,0.48118,7.16667,18.30000,0.39162,24.80000,0.73656,3.36666,13.33333,1.07527,66.43333,57.20000,0.42366,12.96667,0.32648,4.00000,4.10000,9.30000,12.40000,18.03333,7
2014,Western Mich,72.50000,5.06250,51.09375,0.46606,5.96875,17.96875,0.33217,26.12500,0.72368,2.37500,11.37500,0.80710,67.43750,57.06250,0.40800,22.21875,0.30661,3.43750,5.93750,12.65625,14.09375,18.31250,6
2014,Wofford,67.65625,5.25000,54.71875,0.45117,6.09375,16.40625,0.37143,18.37500,0.66327,1.53125,12.90625,1.20760,62.40625,49.87500,0.44173,14.40625,0.31670,1.68750,6.31250,12.90625,10.68750,17.62500,7
2014,Xavier,72.21212,4.27273,54.39394,0.47131,5.21212,14.72727,0.35391,22.84848,0.68833,4.30303,14.84848,1.20098,67.93939,54.48485,0.42714,19.60606,0.35394,2.93939,5.84848,11.27273,12.36364,19.90909,12
2015,Albany NY,65.50000,5.28125,50.15625,0.43988,6.15625,17.09375,0.36015,20.00000,0.76094,4.75000,10.43750,0.89305,60.21875,50.00000,0.42000,20.81250,0.36486,1.62500,5.65625,12.46875,11.68750,16.50000,9
2015,BYU,83.55882,11.00000,59.76471,0.46654,8.38235,21.58824,0.38828,25.26471,0.76834,4.94117,16.82353,1.42289,72.55882,58.00000,0.43509,18.91176,0.32815,2.97059,7.55882,13.20588,11.82353,20.52941,12
2015,Baylor,69.48485,9.15152,55.48485,0.43364,6.93939,18.39394,0.37727,21.51515,0.67042,7.96970,14.63636,1.16949,60.33333,54.00000,0.40180,19.30303,0.29984,3.96970,7.84848,12.24242,12.51515,16.72727,10
2015,Belmont,74.46875,4.12500,54.56250,0.47595,10.03125,26.28125,0.38169,18.09375,0.69085,0.59375,15.37500,1.12073,70.34375,57.25000,0.45197,21.09375,0.34370,2.00000,6.40625,12.84375,13.71875,16.46875,1
2015,Boise St,70.75758,10.48485,53.57576,0.45758,8.81818,22.36364,0.39431,17.60606,0.73322,2.45454,12.09091,1.17699,60.27273,51.87879,0.41472,18.51515,0.30769,2.36364,6.09091,12.69697,10.27273,17.09091,10
2015,Buffalo,75.00000,6.71875,58.68750,0.43504,6.03125,17.71875,0.34039,24.81250,0.72166,3.06250,13.15625,1.16620,68.28125,57.21875,0.42217,21.78125,0.32999,4.03125,7.62500,13.62500,11.28125,18.40625,14
2015,Coastal Caro,71.69697,10.03030,55.78788,0.43889,6.69697,18.81818,0.35588,23.30303,0.68791,8.60606,11.39394,0.95674,61.66667,53.51515,0.39128,21.75758,0.32173,3.33333,7.03030,11.93939,11.90909,16.51515,12
2015,Davidson,79.90323,10.93549,60.03226,0.47125,10.87097,27.38710,0.39694,17.51613,0.71087,0.90322,17.22581,1.79798,68.96774,57.06452,0.44036,18.77419,0.30069,2.87097,5.48387,11.77419,9.58065,18.90323,13
2015,Eastern Wash,80.76471,7.11765,58.26471,0.48006,9.85294,24.47059,0.40264,20.70588,0.72301,0.17647,13.17647,1.22071,73.64706,57.44118,0.44854,20.50000,0.38451,4.85294,6.35294,12.26471,10.79412,17.73529,9
2015,Georgia,68.34375,4.15625,52.28125,0.43515,5.62500,16.37500,0.34351,25.00000,0.68875,4.21875,12.59375,0.98775,64.18750,57.06250,0.38719,20.21875,0.30912,4.65625,5.59375,11.09375,12.75000,18.40625,14
2015,Harvard,64.17241,6.93103,51.48276,0.43537,4.86207,13.75862,0.35338,20.31034,0.71307,3.72414,12.93103,1.09649,57.24138,50.72414,0.39905,16.75862,0.32716,4.58621,7.03448,12.68966,11.79310,15.72414,6
2015,Indiana,77.48485,6.06061,58.48485,0.46580,9.33333,23.15152,0.40314,19.12121,0.71474,3.15152,14.03030,1.22164,71.42424,58.33333,0.45455,17.90909,0.32826,3.18182,5.06061,10.81818,11.48485,17.57576,8
2015,Iowa St,78.36364,9.09091,57.81818,0.48008,7.78788,21.30303,0.36558,21.63636,0.69608,1.21212,16.18182,1.46703,69.27273,60.96970,0.41849,21.12121,0.35151,3.75758,6.33333,12.93939,11.03030,15.51515,6
2015,LSU,73.68750,5.96875,59.43750,0.45636,5.75000,16.96875,0.33886,19.87500,0.68868,2.28125,15.68750,1.07265,67.71875,62.06250,0.40081,17.96875,0.31304,6.18750,7.34375,13.71875,14.62500,15.81250,13
2015,Lafayette,74.18750,1.81250,54.50000,0.48796,8.03125,19.43750,0.41318,16.93750,0.76568,-2.03125,15.59375,1.42165,72.37500,58.25000,0.45601,21.81250,0.37679,2.56250,5.59375,11.06250,10.96875,15.75000,4
2015,Manhattan,69.87500,2.37500,52.68750,0.43476,6.53125,19.21875,0.33984,25.25000,0.69431,-2.09375,13.90625,0.95905,67.50000,50.93750,0.43558,14.06250,0.32222,2.78125,8.09375,16.59375,14.50000,22.90625,25
2015,New Mexico St,68.48485,9.15152,51.27273,0.46572,4.84848,13.18182,0.36782,22.87879,0.69404,6.75758,12.06061,0.86710,59.33333,52.27273,0.42145,12.39394,0.29340,3.66667,6.33333,13.15152,13.90909,15.93939,12
2015,North Dakota St,64.53125,3.00000,51.84375,0.43038,6.87500,18.09375,0.37997,18.81250,0.69269,2.06250,9.68750,0.99359,61.53125,52.12500,0.41787,17.37500,0.37050,3.75000,4.78125,10.56250,9.75000,15.06250,13
2015,North Florida,75.70588,7.94117,54.64706,0.46932,9.05882,23.17647,0.39086,21.20588,0.72399,0.64706,14.44118,1.17746,67.76471,57.97059,0.43176,16.14706,0.31330,4.17647,6.26471,12.35294,12.26471,16.02941,13
2015,Northeastern,68.58824,3.58824,49.11765,0.48563,5.88235,15.14706,0.38835,20.67647,0.72546,4.82353,14.26471,1.03854,65.00000,56.02941,0.44514,16.32353,0.34414,3.79412,5.32353,10.05882,13.73529,14.23529,9
2015,Oklahoma St,67.32258,5.00000,51.83871,0.43933,6.96774,19.93548,0.34951,20.38710,0.72627,-2.03226,11.45161,0.93421,62.32258,52.25806,0.39877,16.74194,0.33911,5.03226,7.90323,13.74194,12.25806,19.25806,10
2015,Providence,70.21212,4.72727,55.45455,0.44153,4.87879,15.75758,0.30962,23.06061,0.70959,3.87878,14.09091,1.18926,65.48485,53.39394,0.42111,19.12121,0.33281,4.66667,7.21212,13.03030,11.84848,18.39394,8
2015,Purdue,69.93939,5.42424,53.57576,0.45305,5.78788,17.30303,0.33450,22.78788,0.68484,4.51515,14.90909,1.13889,64.51515,54.75758,0.40066,16.96970,0.35000,5.33333,5.45455,11.66667,13.09091,18.90909,15
2015,SFA,79.45455,14.93940,55.12121,0.49148,7.78788,20.18182,0.38589,23.81818,0.73410,5.42425,17.78788,1.26237,64.51515,49.30303,0.43762,13.66667,0.33259,3.60606,7.63636,17.27273,14.09091,21.69697,8
2015,SMU,69.42424,9.66666,51.36364,0.47906,4.18182,11.63636,0.35938,22.72727,0.70533,6.93939,15.51515,1.22782,59.75758,53.57576,0.37952,24.33333,0.32130,4.30303,6.84848,12.81818,12.63636,16.27273,7
2015,St Johns NY,71.21875,3.59375,57.21875,0.44129,6.09375,17.25000,0.35326,21.12500,0.69231,-3.71875,12.56250,1.17544,67.62500,59.21875,0.40528,21.09375,0.32741,6.50000,7.46875,13.21875,10.68750,17.68750,21
2015,Texas,67.93939,7.54545,54.15152,0.43593,6.24242,18.39394,0.33937,19.96970,0.72534,8.33333,13.18182,1.03571,60.39394,56.42424,0.36842,17.42424,0.34783,7.87879,3.75758,9.03030,12.72727,16.15152,7
2015,Texas Southern,68.17647,0.73529,52.61765,0.44382,5.29412,16.52941,0.32028,24.44118,0.66185,0.44117,10.88235,0.83146,67.44118,56.76471,0.44041,16.17647,0.34182,3.11765,6.14706,12.32353,13.08824,17.35294,9
2015,UC Irvine,67.87879,5.57576,54.51515,0.46137,6.42424,16.48485,0.38971,16.33333,0.68275,1.51515,14.24242,1.23037,62.30303,55.24242,0.39276,15.96970,0.33966,5.03030,5.72727,11.36364,11.57576,17.21212,6
2015,VCU,72.48571,6.97142,59.31429,0.42004,8.08571,23.65714,0.34179,22.22857,0.65553,-1.34286,12.62857,1.18499,65.51429,52.42857,0.43270,18.54286,0.34361,4.31429,9.65714,16.17143,10.65714,19.22857,9
2015,Valparaiso,69.81818,10.54545,53.93939,0.45899,6.78788,17.96970,0.37774,19.93939,0.67781,7.24242,13.06061,1.04358,59.27273,53.39394,0.38025,20.21212,0.32834,4.75758,6.00000,12.24242,12.51515,16.48485,9
2015,Wofford,67.00000,7.20588,51.32353,0.45845,6.32353,16.82353,0.37587,19.76471,0.68899,1.41176,13.35294,1.22372,59.79412,50.44118,0.41691,16.20588,0.30853,2.52941,6.55882,12.79412,10.91176,16.88235,4
2015,Wyoming,61.67647,5.70588,46.26471,0.46154,5.88235,18.23529,0.32258,18.50000,0.70747,0.05882,14.32353,1.28158,55.97059,50.73529,0.40116,18.00000,0.34314,2.91176,5.55882,10.88235,11.17647,13.64706,7
2016,Arizona,81.21212,12.21212,58.24242,0.48179,6.51515,17.03030,0.38256,25.69697,0.72288,9.21212,14.51515,1.13239,69.00000,60.81818,0.41305,18.96970,0.32109,4.78788,4.90909,11.60606,12.81818,18.21212,11
2016,Austin Peay,76.02857,0.14286,56.80000,0.46278,6.25714,18.00000,0.34762,25.68571,0.66963,2.68571,13.51429,0.96531,75.88571,59.65714,0.45738,23.54286,0.35922,2.88571,6.91429,13.42857,14.00000,17.42857,12
2016,Baylor,77.15152,7.90910,58.63636,0.46667,6.18182,16.84848,0.36691,22.33333,0.72727,7.93939,17.78788,1.38118,69.24242,54.36364,0.44426,18.84848,0.36656,4.03030,7.87879,13.69697,12.87879,19.27273,16
2016,Buffalo,77.55882,2.41176,59.91176,0.43790,7.44118,22.05882,0.33733,24.85294,0.71006,2.97059,12.73529,0.93118,75.14706,60.11765,0.43151,21.76471,0.33919,3.61765,6.94118,13.23529,13.67647,21.26471,20
2016,CSU Bakersfield,73.03125,9.84375,58.78125,0.45136,5.43750,15.81250,0.34387,22.25000,0.65309,4.03125,15.65625,1.28133,63.18750,53.37500,0.39110,18.28125,0.31966,5.06250,8.03125,15.31250,12.21875,21.46875,14
2016,California,75.12121,8.09091,57.00000,0.46093,7.06061,19.15152,0.36867,23.63636,0.65641,6.72728,12.96970,1.06203,67.03030,58.78788,0.39278,15.54545,0.35088,4.81818,4.12121,9.72727,12.21212,20.66667,22
2016,Chattanooga,75.82353,9.20588,56.00000,0.45641,7.61765,20.94118,0.36376,23.32353,0.73266,3.44118,14.55882,1.17299,66.61765,56.17647,0.43403,20.41176,0.32421,4.79412,7.79412,14.23529,12.41176,16.97059,6
2016,Cincinnati,73.18750,10.31250,60.15625,0.42753,7.56250,21.90625,0.34522,20.15625,0.70388,4.78125,15.46875,1.39831,62.87500,57.78125,0.39048,20.25000,0.35648,5.81250,7.93750,13.87500,11.06250,15.62500,6
2016,Colorado,76.03030,5.33333,59.96970,0.42547,7.57576,19.30303,0.39246,23.60606,0.73813,8.90909,13.75758,1.02715,70.69697,60.00000,0.41869,17.57576,0.35517,5.00000,5.21212,11.06061,13.39394,18.66667,9
2016,Dayton,73.18750,7.37500,55.62500,0.45955,6.71875,19.37500,0.34677,22.81250,0.67260,5.37500,14.68750,1.12440,65.81250,57.15625,0.40459,20.96875,0.34873,4.43750,5.90625,12.43750,13.06250,19.06250,15
2016,Fairleigh Dickinson,77.90625,-0.34375,61.21875,0.46248,7.18750,19.81250,0.36278,20.15625,0.69922,-4.93750,14.25000,1.10145,78.25000,57.62500,0.45228,21.09375,0.35407,2.68750,7.53125,15.37500,12.93750,21.71875,22
2016,Fresno St,75.32353,4.88235,60.97059,0.43415,6.23529,18.23529,0.34194,23.32353,0.69231,1.20589,13.47059,1.25824,70.44118,55.26471,0.41778,21.85294,0.32974,3.97059,8.23529,15.00000,10.70588,21.79412,27
2016,Green Bay,84.22857,4.57143,65.54286,0.44769,7.02857,20.08571,0.34993,28.11429,0.65854,-1.48572,13.88571,1.14894,79.65714,62.80000,0.44631,21.31429,0.36327,4.60000,9.82857,16.85714,12.08571,20.02857,15
2016,Hampton,74.77419,0.93548,61.64516,0.41497,6.54839,21.25806,0.30804,25.96774,0.65714,5.12903,12.16129,0.87067,73.83871,60.45161,0.42369,19.83871,0.33008,3.77419,5.41935,12.51613,13.96774,20.58065,9
2016,Iona,79.59375,5.93750,60.84375,0.45609,10.00000,26.87500,0.37209,19.78125,0.71248,-0.56250,16.84375,1.31785,73.65625,60.28125,0.42094,21.75000,0.35489,4.12500,7.56250,14.09375,12.78125,19.43750,15
2016,Michigan St,79.76471,16.38236,59.52941,0.48370,9.11765,21.02941,0.43357,17.88235,0.73026,11.67647,20.55882,1.73881,63.38235,57.82353,0.37691,18.79412,0.30203,5.14706,4.41176,9.55882,11.82353,19.08824,8
2016,Oregon St,72.06452,2.09678,57.51613,0.44083,6.80645,18.38710,0.37018,21.67742,0.67113,-2.19355,13.48387,1.17746,69.96774,55.87097,0.42667,21.77419,0.32889,3.35484,7.45161,13.54839,11.45161,20.12903,8
2016,Pittsburgh,76.03125,8.12500,58.46875,0.45965,6.28125,18.06250,0.34775,21.21875,0.75405,7.40625,16.90625,1.44652,67.90625,55.96875,0.43607,19.12500,0.35621,3.68750,4.96875,11.56250,11.68750,17.62500,4
2016,Purdue,77.73529,13.14705,58.23529,0.47172,7.61765,20.67647,0.36842,20.44118,0.74245,10.64706,17.58824,1.47291,64.58824,59.67647,0.39133,19.70588,0.31343,4.64706,4.26471,9.41176,11.94118,17.17647,2
2016,Seton Hall,74.84848,7.06060,58.69697,0.45018,6.12121,17.36364,0.35253,23.84848,0.66582,4.12121,13.54545,0.97812,67.78788,59.72727,0.40081,19.75758,0.31595,4.66667,7.27273,13.63636,13.84848,18.66667,16
2016,South Dakota St,76.56250,8.50000,57.37500,0.45261,7.46875,20.90625,0.35725,23.25000,0.73790,5.15625,11.37500,0.95538,68.06250,56.06250,0.41527,18.34375,0.33049,2.43750,5.00000,12.18750,11.90625,19.87500,15
2016,Southern California,80.84848,6.09090,63.18182,0.45755,7.87879,20.45455,0.38519,22.33333,0.67843,1.60607,14.87879,1.21836,74.75758,65.24242,0.41756,22.42424,0.32297,5.45455,6.33333,12.45455,12.21212,17.45455,14
2016,Southern U,72.91176,3.88235,58.52941,0.44573,6.11765,17.35294,0.35254,21.85294,0.66891,-1.70588,10.94118,0.97382,69.02941,57.64706,0.41531,20.85294,0.31735,3.52941,7.50000,13.79412,11.23529,19.41176,13
2016,Stony Brook,76.81250,13.37500,59.90625,0.47626,6.78125,18.25000,0.37158,19.31250,0.67152,7.87500,16.59375,1.45479,63.43750,57.00000,0.40406,19.87500,0.32704,4.62500,6.18750,12.78125,11.40625,15.90625,7
2016,Temple,68.65625,1.21875,61.15625,0.40470,7.84375,23.09375,0.33965,16.53125,0.68431,-1.50000,13.53125,1.47782,67.43750,58.87500,0.41667,18.78125,0.31448,3.12500,5.34375,11.09375,9.15625,16.12500,4
